total_tch,male,female,transgender,gen_tch,sc_tch,st_tch,Cluster,Deficit Tier
32,3,29,0,19,1,0,1,Moderate Deficit
5,4,1,0,0,1,1,1,Moderate Deficit
10,1,9,0,2,2,0,1,Moderate Deficit
6,1,5,0,1,0,0,1,Moderate Deficit
35,11,24,0,11,6,0,1,Moderate Deficit
16,2,14,0,4,2,0,1,Moderate Deficit
29,1,28,0,19,2,0,1,Moderate Deficit
30,4,26,0,3,7,3,1,Moderate Deficit
2,1,1,0,0,1,0,1,Moderate Deficit
9,1,8,0,0,0,0,1,Moderate Deficit
46,4,42,0,5,3,0,1,Moderate Deficit
11,0,11,0,1,3,0,1,Moderate Deficit
18,1,17,0,2,5,0,1,Moderate Deficit
3,0,3,0,2,0,0,1,Moderate Deficit
1,1,0,0,0,0,0,1,Moderate Deficit
11,1,10,0,0,0,0,1,Moderate Deficit
4,1,3,0,3,0,0,1,Moderate Deficit
3,0,3,0,1,0,0,1,Moderate Deficit
2,0,2,0,0,1,0,1,Moderate Deficit
3,1,2,0,1,0,0,1,Moderate Deficit
5,1,4,0,2,0,1,1,Moderate Deficit
0,0,0,0,0,0,0,1,Moderate Deficit
10,2,8,0,4,2,0,1,Moderate Deficit
25,4,21,0,17,0,0,1,Moderate Deficit
4,1,3,0,0,0,0,1,Moderate Deficit
5,2,3,0,1,0,0,1,Moderate Deficit
12,2,10,0,7,1,0,1,Moderate Deficit
5,0,5,0,1,2,0,1,Moderate Deficit
16,3,13,0,6,0,1,1,Moderate Deficit
16,6,10,0,6,0,0,1,Moderate Deficit
3,2,1,0,0,2,0,1,Moderate Deficit
2,0,2,0,1,1,0,1,Moderate Deficit
5,3,2,0,4,0,0,1,Moderate Deficit
11,2,9,0,6,0,0,1,Moderate Deficit
6,2,4,0,6,0,0,1,Moderate Deficit
13,2,11,0,0,2,0,1,Moderate Deficit
4,0,4,0,0,1,0,1,Moderate Deficit
11,1,10,0,11,0,0,1,Moderate Deficit
28,0,28,0,5,2,0,1,Moderate Deficit
16,2,14,0,4,0,0,1,Moderate Deficit
6,3,3,0,0,0,0,1,Moderate Deficit
35,2,33,0,33,2,0,1,Moderate Deficit
24,3,21,0,24,0,0,1,Moderate Deficit
12,3,9,0,4,1,0,1,Moderate Deficit
9,1,8,0,2,0,0,1,Moderate Deficit
28,2,26,0,19,0,0,1,Moderate Deficit
29,3,26,0,20,0,0,1,Moderate Deficit
4,1,3,0,1,1,0,1,Moderate Deficit
12,1,11,0,7,1,1,1,Moderate Deficit
34,5,29,0,10,0,0,1,Moderate Deficit
0,0,0,0,0,0,0,1,Moderate Deficit
7,0,7,0,7,0,0,1,Moderate Deficit
13,1,12,0,1,3,0,1,Moderate Deficit
1,0,1,0,0,1,0,1,Moderate Deficit
9,1,8,0,0,0,0,1,Moderate Deficit
2,0,2,0,1,0,0,1,Moderate Deficit
0,0,0,0,0,0,0,1,Moderate Deficit
15,3,12,0,0,0,2,1,Moderate Deficit
8,0,8,0,1,0,0,1,Moderate Deficit
8,0,8,0,8,0,0,1,Moderate Deficit
7,0,7,0,1,1,0,1,Moderate Deficit
18,4,14,0,15,0,0,1,Moderate Deficit
5,1,4,0,3,0,0,1,Moderate Deficit
13,0,13,0,7,4,0,1,Moderate Deficit
23,9,14,0,3,5,0,1,Moderate Deficit
9,7,2,0,8,0,0,1,Moderate Deficit
12,5,7,0,6,3,0,1,Moderate Deficit
22,2,20,0,22,0,0,1,Moderate Deficit
3,0,3,0,0,0,0,1,Moderate Deficit
22,0,22,0,22,0,0,1,Moderate Deficit
34,4,30,0,7,0,0,1,Moderate Deficit
4,1,3,0,0,1,1,1,Moderate Deficit
18,1,17,0,2,3,1,1,Moderate Deficit
2,0,2,0,1,0,0,1,Moderate Deficit
14,4,10,0,1,0,0,1,Moderate Deficit
15,2,13,0,0,0,0,1,Moderate Deficit
25,10,15,0,13,2,0,1,Moderate Deficit
12,0,12,0,12,0,0,1,Moderate Deficit
17,1,16,0,3,1,0,1,Moderate Deficit
25,13,12,0,15,4,2,1,Moderate Deficit
19,4,15,0,19,0,0,1,Moderate Deficit
6,0,6,0,0,1,0,1,Moderate Deficit
17,3,14,0,0,1,1,1,Moderate Deficit
14,4,10,0,7,0,0,1,Moderate Deficit
8,4,4,0,1,0,1,1,Moderate Deficit
15,4,11,0,1,4,0,1,Moderate Deficit
10,1,9,0,3,1,0,1,Moderate Deficit
3,0,3,0,0,2,0,1,Moderate Deficit
6,0,6,0,5,0,0,1,Moderate Deficit
0,0,0,0,0,0,0,1,Moderate Deficit
4,1,3,0,1,1,0,1,Moderate Deficit
3,1,2,0,1,0,0,1,Moderate Deficit
7,0,7,0,0,0,0,1,Moderate Deficit
21,0,21,0,2,0,1,1,Moderate Deficit
48,26,22,0,28,6,0,0,Server Deficit
2,2,0,0,0,1,0,1,Moderate Deficit
6,1,5,0,3,2,0,1,Moderate Deficit
36,2,34,0,12,0,0,1,Moderate Deficit
4,0,4,0,2,1,0,1,Moderate Deficit
16,1,15,0,16,0,0,1,Moderate Deficit
36,6,30,0,7,2,0,1,Moderate Deficit
19,3,16,0,10,0,0,1,Moderate Deficit
15,2,13,0,13,0,0,1,Moderate Deficit
11,2,9,0,0,0,1,1,Moderate Deficit
4,0,4,0,0,1,0,1,Moderate Deficit
6,0,6,0,0,0,0,1,Moderate Deficit
5,0,5,0,0,0,0,1,Moderate Deficit
16,1,15,0,13,0,0,1,Moderate Deficit
8,4,4,0,2,1,2,1,Moderate Deficit
17,5,12,0,9,0,1,1,Moderate Deficit
17,3,14,0,2,4,0,1,Moderate Deficit
34,7,27,0,30,0,0,1,Moderate Deficit
7,0,7,0,2,0,0,1,Moderate Deficit
3,1,2,0,3,0,0,1,Moderate Deficit
1,1,0,0,0,1,0,1,Moderate Deficit
2,0,2,0,1,1,0,1,Moderate Deficit
7,3,4,0,0,2,1,1,Moderate Deficit
5,1,4,0,1,2,0,1,Moderate Deficit
11,0,11,0,6,0,0,1,Moderate Deficit
10,1,9,0,0,2,1,1,Moderate Deficit
2,0,2,0,1,0,0,1,Moderate Deficit
3,0,3,0,0,0,0,1,Moderate Deficit
2,0,2,0,0,1,0,1,Moderate Deficit
2,0,2,0,0,0,0,1,Moderate Deficit
29,2,27,0,12,1,0,1,Moderate Deficit
12,0,12,0,2,0,0,1,Moderate Deficit
2,1,1,0,0,0,0,1,Moderate Deficit
20,5,15,0,14,1,2,1,Moderate Deficit
68,7,61,0,16,3,0,0,Server Deficit
11,0,11,0,10,1,0,1,Moderate Deficit
1,1,0,0,0,0,0,1,Moderate Deficit
10,2,8,0,9,0,0,1,Moderate Deficit
27,5,22,0,23,0,0,1,Moderate Deficit
2,0,2,0,0,1,0,1,Moderate Deficit
10,2,8,0,8,0,0,1,Moderate Deficit
9,0,9,0,8,0,0,1,Moderate Deficit
3,1,2,0,0,1,0,1,Moderate Deficit
2,1,1,0,1,0,0,1,Moderate Deficit
7,2,5,0,7,0,0,1,Moderate Deficit
8,1,7,0,8,0,0,1,Moderate Deficit
20,0,20,0,20,0,0,1,Moderate Deficit
11,3,8,0,6,0,0,1,Moderate Deficit
3,1,2,0,0,1,0,1,Moderate Deficit
9,0,9,0,5,0,1,1,Moderate Deficit
11,4,7,0,7,1,0,1,Moderate Deficit
10,2,8,0,10,0,0,1,Moderate Deficit
9,0,9,0,3,1,0,1,Moderate Deficit
5,1,4,0,0,0,0,1,Moderate Deficit
1,0,1,0,1,0,0,1,Moderate Deficit
16,4,12,0,16,0,0,1,Moderate Deficit
5,1,4,0,2,0,0,1,Moderate Deficit
2,0,2,0,1,0,0,1,Moderate Deficit
5,0,5,0,0,0,0,1,Moderate Deficit
11,3,8,0,3,0,0,1,Moderate Deficit
11,3,8,0,3,0,0,1,Moderate Deficit
14,2,12,0,4,0,1,1,Moderate Deficit
11,5,6,0,4,2,0,1,Moderate Deficit
7,0,7,0,5,1,0,1,Moderate Deficit
11,4,7,0,3,1,0,1,Moderate Deficit
80,7,73,0,80,0,0,0,Server Deficit
15,2,13,0,7,1,0,1,Moderate Deficit
13,3,10,0,2,1,0,1,Moderate Deficit
12,0,12,0,2,4,0,1,Moderate Deficit
24,3,21,0,22,0,0,1,Moderate Deficit
9,0,9,0,0,2,0,1,Moderate Deficit
9,0,9,0,5,1,0,1,Moderate Deficit
10,3,7,0,3,2,0,1,Moderate Deficit
2,2,0,0,0,0,0,1,Moderate Deficit
16,1,15,0,0,0,0,1,Moderate Deficit
5,2,3,0,2,0,0,1,Moderate Deficit
4,4,0,0,0,2,1,1,Moderate Deficit
2,0,2,0,0,0,0,1,Moderate Deficit
3,0,3,0,0,0,0,1,Moderate Deficit
14,0,14,0,5,1,4,1,Moderate Deficit
2,0,2,0,0,1,0,1,Moderate Deficit
11,2,9,0,1,0,0,1,Moderate Deficit
11,1,10,0,2,0,0,1,Moderate Deficit
21,1,20,0,2,3,0,1,Moderate Deficit
60,17,43,0,11,5,2,0,Server Deficit
2,1,1,0,0,0,0,1,Moderate Deficit
4,2,2,0,0,1,1,1,Moderate Deficit
13,2,11,0,13,0,0,1,Moderate Deficit
8,0,8,0,1,0,0,1,Moderate Deficit
17,2,15,0,12,1,0,1,Moderate Deficit
3,0,3,0,2,0,0,1,Moderate Deficit
4,1,3,0,1,0,1,1,Moderate Deficit
4,1,3,0,1,0,0,1,Moderate Deficit
52,4,48,0,34,1,0,0,Server Deficit
7,0,7,0,1,0,0,1,Moderate Deficit
9,1,8,0,0,1,0,1,Moderate Deficit
13,1,12,0,5,1,0,1,Moderate Deficit
8,0,8,0,2,1,0,1,Moderate Deficit
22,4,18,0,6,2,0,1,Moderate Deficit
16,1,15,0,6,0,0,1,Moderate Deficit
11,0,11,0,7,0,0,1,Moderate Deficit
12,3,9,0,0,1,0,1,Moderate Deficit
70,0,70,0,70,0,0,0,Server Deficit
3,2,1,0,3,0,0,1,Moderate Deficit
2,0,2,0,0,0,0,1,Moderate Deficit
7,6,1,0,2,1,1,1,Moderate Deficit
10,1,9,0,4,4,0,1,Moderate Deficit
25,4,21,0,4,0,0,1,Moderate Deficit
0,0,0,0,0,0,0,1,Moderate Deficit
10,2,8,0,7,0,0,1,Moderate Deficit
6,3,3,0,2,0,0,1,Moderate Deficit
18,2,16,0,8,0,0,1,Moderate Deficit
17,2,15,0,9,0,0,1,Moderate Deficit
11,4,7,0,4,1,0,1,Moderate Deficit
4,0,4,0,0,0,1,1,Moderate Deficit
6,0,6,0,4,0,0,1,Moderate Deficit
88,16,72,0,54,1,0,0,Server Deficit
2,0,2,0,0,0,0,1,Moderate Deficit
45,5,40,0,45,0,0,0,Server Deficit
2,0,2,0,0,0,0,1,Moderate Deficit
8,0,8,0,4,0,0,1,Moderate Deficit
7,2,5,0,5,0,0,1,Moderate Deficit
9,0,9,0,3,0,0,1,Moderate Deficit
14,2,12,0,9,0,0,1,Moderate Deficit
2,1,1,0,0,0,0,1,Moderate Deficit
