total_tch,male,female,transgender,gen_tch,sc_tch,st_tch,Cluster,Deficit Tier
122,19,103,0,34,2,0,2,Well Equipped
5,1,4,0,0,1,0,0,Server Deficit
3,1,2,0,0,0,0,0,Server Deficit
5,1,4,0,0,2,1,0,Server Deficit
2,1,1,0,0,0,0,0,Server Deficit
46,7,39,0,7,5,0,1,Moderate Deficit
6,1,5,0,0,1,0,0,Server Deficit
49,18,31,0,4,2,0,1,Moderate Deficit
32,10,22,0,1,5,0,1,Moderate Deficit
2,0,2,0,0,0,0,0,Server Deficit
33,0,33,0,12,0,0,1,Moderate Deficit
2,2,0,0,0,0,0,0,Server Deficit
12,3,9,0,0,3,0,0,Server Deficit
11,2,9,0,2,0,0,0,Server Deficit
7,3,4,0,0,2,0,0,Server Deficit
1,0,1,0,0,1,0,0,Server Deficit
10,3,7,0,2,2,0,0,Server Deficit
18,3,15,0,2,5,0,1,Moderate Deficit
3,0,3,0,3,0,0,0,Server Deficit
5,2,3,0,0,0,1,0,Server Deficit
27,4,23,0,2,1,0,1,Moderate Deficit
5,0,5,0,4,0,0,0,Server Deficit
3,0,3,0,0,0,0,0,Server Deficit
17,5,12,0,9,3,0,1,Moderate Deficit
7,0,7,0,0,1,0,0,Server Deficit
2,1,1,0,0,0,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
2,1,1,0,0,0,0,0,Server Deficit
4,0,4,0,1,0,0,0,Server Deficit
10,1,9,0,0,2,0,0,Server Deficit
8,0,8,0,0,1,0,0,Server Deficit
29,3,26,0,4,0,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
44,27,17,0,2,8,0,1,Moderate Deficit
2,1,1,0,0,0,0,0,Server Deficit
1,0,1,0,0,0,0,0,Server Deficit
29,2,27,0,4,2,0,1,Moderate Deficit
2,2,0,0,0,0,0,0,Server Deficit
118,9,109,0,32,4,0,2,Well Equipped
11,0,11,0,1,1,0,0,Server Deficit
2,1,1,0,0,1,0,0,Server Deficit
46,6,40,0,3,4,0,1,Moderate Deficit
111,14,97,0,47,6,0,2,Well Equipped
5,2,3,0,0,1,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
63,20,43,0,48,1,0,2,Well Equipped
7,3,4,0,1,1,0,0,Server Deficit
106,17,89,0,25,3,0,2,Well Equipped
47,4,43,0,34,1,0,2,Well Equipped
6,0,6,0,0,0,0,0,Server Deficit
2,1,1,0,0,0,0,0,Server Deficit
8,0,8,0,1,1,0,0,Server Deficit
9,1,8,0,0,1,0,0,Server Deficit
8,1,7,0,1,3,0,0,Server Deficit
62,19,43,0,18,7,0,2,Well Equipped
2,0,2,0,0,0,0,0,Server Deficit
47,9,38,0,11,2,0,1,Moderate Deficit
13,0,13,0,1,2,0,0,Server Deficit
2,1,1,0,0,1,0,0,Server Deficit
75,19,56,0,29,3,0,2,Well Equipped
1,0,1,0,0,1,0,0,Server Deficit
54,8,46,0,3,1,0,1,Moderate Deficit
7,3,4,0,0,3,0,0,Server Deficit
2,0,2,0,0,1,0,0,Server Deficit
36,5,31,0,24,4,0,1,Moderate Deficit
9,0,9,0,2,0,0,0,Server Deficit
7,1,6,0,0,0,0,0,Server Deficit
6,1,5,0,0,1,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
46,3,43,0,5,3,1,1,Moderate Deficit
7,1,6,0,0,2,0,0,Server Deficit
20,3,17,0,15,0,0,0,Server Deficit
27,3,24,0,5,4,0,1,Moderate Deficit
2,0,2,0,0,0,0,0,Server Deficit
8,0,8,0,1,1,0,0,Server Deficit
19,0,19,0,0,3,1,1,Moderate Deficit
62,10,52,0,7,7,0,1,Moderate Deficit
3,0,3,0,3,0,0,0,Server Deficit
37,7,30,0,0,4,0,1,Moderate Deficit
3,0,3,0,1,0,0,0,Server Deficit
16,4,12,0,3,3,0,1,Moderate Deficit
2,1,1,0,0,0,0,0,Server Deficit
13,3,10,0,1,1,0,0,Server Deficit
2,1,1,0,1,0,0,0,Server Deficit
1,0,1,0,0,1,0,0,Server Deficit
30,7,23,0,23,2,0,1,Moderate Deficit
3,0,3,0,0,1,0,0,Server Deficit
54,0,54,0,3,2,0,1,Moderate Deficit
2,1,1,0,0,0,0,0,Server Deficit
10,1,9,0,9,0,0,0,Server Deficit
25,5,20,0,6,1,0,1,Moderate Deficit
56,16,40,0,4,3,1,1,Moderate Deficit
2,0,2,0,0,0,0,0,Server Deficit
8,1,7,0,1,1,0,0,Server Deficit
2,1,1,0,0,2,0,0,Server Deficit
2,1,1,0,0,2,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
7,2,5,0,1,2,0,0,Server Deficit
7,1,6,0,0,0,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
9,1,8,0,0,2,0,0,Server Deficit
7,0,7,0,0,2,0,0,Server Deficit
11,1,10,0,1,1,0,0,Server Deficit
5,0,5,0,2,0,0,0,Server Deficit
7,1,6,0,0,1,0,0,Server Deficit
17,2,15,0,8,0,1,0,Server Deficit
2,0,2,0,0,1,0,0,Server Deficit
2,1,1,0,0,1,0,0,Server Deficit
26,12,14,0,6,0,0,1,Moderate Deficit
10,1,9,0,0,1,0,0,Server Deficit
2,1,1,0,0,0,0,0,Server Deficit
2,1,1,0,0,1,0,0,Server Deficit
4,0,4,0,0,0,0,0,Server Deficit
11,1,10,0,1,2,0,0,Server Deficit
49,20,29,0,3,14,0,1,Moderate Deficit
11,3,8,0,0,1,1,0,Server Deficit
5,1,4,0,0,1,0,0,Server Deficit
2,1,1,0,0,0,0,0,Server Deficit
1,0,1,0,0,1,0,0,Server Deficit
3,0,3,0,0,0,0,0,Server Deficit
10,0,10,0,4,0,0,0,Server Deficit
15,5,10,0,3,1,0,0,Server Deficit
25,8,17,0,0,4,0,1,Moderate Deficit
83,10,73,0,24,8,0,2,Well Equipped
1,0,1,0,0,0,0,0,Server Deficit
38,9,29,0,2,5,1,1,Moderate Deficit
35,1,34,0,8,2,0,1,Moderate Deficit
13,3,10,0,0,4,0,0,Server Deficit
1,0,1,0,0,0,0,0,Server Deficit
70,0,70,0,27,3,0,2,Well Equipped
7,3,4,0,0,1,0,0,Server Deficit
2,1,1,0,0,1,0,0,Server Deficit
2,0,2,0,0,2,0,0,Server Deficit
6,0,6,0,1,2,0,0,Server Deficit
2,0,2,0,1,0,0,0,Server Deficit
5,1,4,0,0,2,0,0,Server Deficit
2,0,2,0,0,1,0,0,Server Deficit
2,2,0,0,0,2,0,0,Server Deficit
2,1,1,0,0,0,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
8,2,6,0,0,3,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
3,1,2,0,0,0,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
32,5,27,0,9,2,0,1,Moderate Deficit
2,0,2,0,0,1,0,0,Server Deficit
5,0,5,0,0,4,0,0,Server Deficit
26,8,18,0,0,4,0,1,Moderate Deficit
8,2,6,0,1,0,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
2,0,2,0,0,1,0,0,Server Deficit
2,1,1,0,0,1,0,0,Server Deficit
6,1,5,0,0,0,0,0,Server Deficit
8,0,8,0,0,1,0,0,Server Deficit
2,1,1,0,0,0,0,0,Server Deficit
11,0,11,0,1,2,0,0,Server Deficit
21,0,21,0,1,5,0,1,Moderate Deficit
37,2,35,0,10,5,0,1,Moderate Deficit
10,4,6,0,0,1,0,0,Server Deficit
25,8,17,0,7,3,3,1,Moderate Deficit
3,2,1,0,0,0,0,0,Server Deficit
24,6,18,0,1,7,0,1,Moderate Deficit
8,1,7,0,0,1,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
39,8,31,0,1,1,0,1,Moderate Deficit
9,0,9,0,2,1,0,0,Server Deficit
5,1,4,0,0,2,0,0,Server Deficit
28,11,17,0,2,5,0,1,Moderate Deficit
38,6,32,0,13,0,0,1,Moderate Deficit
21,4,17,0,1,0,0,0,Server Deficit
36,12,24,0,14,1,0,1,Moderate Deficit
1,1,0,0,0,0,1,0,Server Deficit
16,0,16,0,0,4,0,0,Server Deficit
3,0,3,0,1,0,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
5,1,4,0,0,0,0,0,Server Deficit
16,0,16,0,3,0,0,0,Server Deficit
8,2,6,0,0,1,0,0,Server Deficit
27,8,19,0,0,2,0,1,Moderate Deficit
2,0,2,0,0,0,0,0,Server Deficit
2,2,0,0,0,1,0,0,Server Deficit
37,4,33,0,4,6,0,1,Moderate Deficit
6,0,6,0,1,0,0,0,Server Deficit
6,0,6,0,0,0,0,0,Server Deficit
7,1,6,0,0,2,0,0,Server Deficit
7,0,7,0,0,2,1,0,Server Deficit
2,1,1,0,0,0,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
18,1,17,0,3,1,0,0,Server Deficit
3,0,3,0,0,2,0,0,Server Deficit
8,0,8,0,0,0,0,0,Server Deficit
7,0,7,0,0,3,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
31,9,22,0,5,3,0,1,Moderate Deficit
0,0,0,0,0,0,0,0,Server Deficit
16,4,12,0,3,1,0,0,Server Deficit
14,2,12,0,0,1,0,0,Server Deficit
68,8,60,0,16,2,0,2,Well Equipped
2,1,1,0,0,1,0,0,Server Deficit
1,0,1,0,0,0,0,0,Server Deficit
3,0,3,0,0,0,0,0,Server Deficit
5,0,5,0,0,1,0,0,Server Deficit
61,9,52,0,15,3,0,2,Well Equipped
7,0,7,0,0,1,0,0,Server Deficit
2,1,1,0,0,2,0,0,Server Deficit
61,4,57,0,13,3,0,1,Moderate Deficit
4,1,3,0,0,2,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
2,0,2,0,0,2,0,0,Server Deficit
26,4,22,0,4,0,0,0,Server Deficit
7,0,7,0,0,2,0,0,Server Deficit
5,0,5,0,0,2,0,0,Server Deficit
2,2,0,0,0,1,0,0,Server Deficit
50,8,42,0,10,2,0,1,Moderate Deficit
30,6,24,0,1,2,0,1,Moderate Deficit
6,1,5,0,0,3,0,0,Server Deficit
72,5,67,0,10,3,0,2,Well Equipped
39,3,36,0,7,3,0,1,Moderate Deficit
2,0,2,0,0,0,0,0,Server Deficit
39,12,27,0,2,4,1,1,Moderate Deficit
11,1,10,0,1,2,0,0,Server Deficit
0,0,0,0,0,0,0,0,Server Deficit
56,8,48,0,11,4,0,1,Moderate Deficit
7,0,7,0,1,0,0,0,Server Deficit
2,1,1,0,1,0,0,0,Server Deficit
2,1,1,0,0,0,0,0,Server Deficit
3,0,3,0,2,0,0,0,Server Deficit
18,2,16,0,8,0,0,0,Server Deficit
25,5,20,0,3,1,0,1,Moderate Deficit
2,1,1,0,0,0,0,0,Server Deficit
92,6,86,0,18,4,0,2,Well Equipped
6,1,5,0,1,0,0,0,Server Deficit
18,6,12,0,1,2,0,1,Moderate Deficit
2,0,2,0,0,1,0,0,Server Deficit
2,1,1,0,0,0,0,0,Server Deficit
2,0,2,0,1,0,0,0,Server Deficit
1,0,1,0,0,1,0,0,Server Deficit
1,0,1,0,0,0,0,0,Server Deficit
2,0,2,0,0,1,0,0,Server Deficit
48,4,44,0,14,2,0,1,Moderate Deficit
1,0,1,0,1,0,0,0,Server Deficit
11,0,11,0,7,0,0,0,Server Deficit
18,1,17,0,3,0,0,0,Server Deficit
18,6,12,0,1,4,1,1,Moderate Deficit
24,8,16,0,5,8,0,1,Moderate Deficit
2,0,2,0,0,2,0,0,Server Deficit
34,4,30,0,3,4,0,1,Moderate Deficit
7,1,6,0,0,1,0,0,Server Deficit
44,10,34,0,6,2,0,1,Moderate Deficit
2,0,2,0,0,1,0,0,Server Deficit
1,0,1,0,0,0,0,0,Server Deficit
3,0,3,0,0,0,0,0,Server Deficit
22,2,20,0,9,0,0,0,Server Deficit
22,1,21,0,9,0,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
11,0,11,0,0,0,0,0,Server Deficit
3,0,3,0,0,0,0,0,Server Deficit
2,0,2,0,0,1,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
5,1,4,0,0,1,0,0,Server Deficit
13,4,9,0,2,0,0,0,Server Deficit
25,4,21,0,0,2,0,1,Moderate Deficit
2,0,2,0,0,0,0,0,Server Deficit
7,1,6,0,1,1,0,0,Server Deficit
18,2,16,0,8,1,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
12,0,12,0,2,1,0,0,Server Deficit
2,0,2,0,2,0,0,0,Server Deficit
7,0,7,0,2,0,0,0,Server Deficit
12,3,9,0,1,3,0,0,Server Deficit
3,0,3,0,0,0,0,0,Server Deficit
5,0,5,0,5,0,0,0,Server Deficit
7,1,6,0,1,0,0,0,Server Deficit
1,0,1,0,0,0,0,0,Server Deficit
2,1,1,0,0,0,0,0,Server Deficit
11,3,8,0,1,4,0,0,Server Deficit
1,1,0,0,0,0,0,0,Server Deficit
10,1,9,0,1,3,0,0,Server Deficit
9,0,9,0,0,1,0,0,Server Deficit
10,0,10,0,0,2,0,0,Server Deficit
2,1,1,0,0,0,0,0,Server Deficit
2,0,2,0,0,1,0,0,Server Deficit
12,0,12,0,0,1,0,0,Server Deficit
11,0,11,0,6,1,0,0,Server Deficit
27,9,18,0,0,4,0,1,Moderate Deficit
2,0,2,0,0,1,0,0,Server Deficit
5,0,5,0,0,2,0,0,Server Deficit
8,0,8,0,1,1,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
2,1,1,0,0,0,0,0,Server Deficit
7,1,6,0,0,1,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
10,0,10,0,5,0,0,0,Server Deficit
2,1,1,0,0,1,0,0,Server Deficit
2,1,1,0,0,0,0,0,Server Deficit
2,1,1,0,0,0,0,0,Server Deficit
21,3,18,0,10,1,0,0,Server Deficit
6,0,6,0,0,3,0,0,Server Deficit
11,1,10,0,1,1,0,0,Server Deficit
3,0,3,0,0,3,0,0,Server Deficit
9,0,9,0,0,7,0,1,Moderate Deficit
2,0,2,0,0,0,0,0,Server Deficit
3,0,3,0,0,1,0,0,Server Deficit
2,0,2,0,0,1,0,0,Server Deficit
23,5,18,0,0,6,0,1,Moderate Deficit
4,0,4,0,0,0,0,0,Server Deficit
3,0,3,0,1,0,0,0,Server Deficit
2,1,1,0,0,0,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
21,13,8,0,1,4,0,1,Moderate Deficit
52,2,50,0,4,8,0,1,Moderate Deficit
4,1,3,0,2,1,0,0,Server Deficit
2,0,2,0,0,1,0,0,Server Deficit
3,0,3,0,0,0,0,0,Server Deficit
4,0,4,0,1,0,0,0,Server Deficit
26,9,17,0,0,6,0,1,Moderate Deficit
40,11,29,0,17,1,0,1,Moderate Deficit
10,1,9,0,1,2,0,0,Server Deficit
3,0,3,0,1,0,0,0,Server Deficit
16,2,14,0,1,1,0,0,Server Deficit
29,2,27,0,11,4,0,1,Moderate Deficit
5,1,4,0,1,0,0,0,Server Deficit
2,0,2,0,0,1,0,0,Server Deficit
3,1,2,0,1,0,0,0,Server Deficit
24,2,22,0,2,0,0,0,Server Deficit
2,0,2,0,0,1,0,0,Server Deficit
20,7,13,0,1,4,0,1,Moderate Deficit
2,2,0,0,0,1,0,0,Server Deficit
21,1,20,0,5,0,0,0,Server Deficit
2,1,1,0,0,0,0,0,Server Deficit
2,0,2,0,0,1,0,0,Server Deficit
6,1,5,0,0,0,0,0,Server Deficit
60,8,52,0,10,4,0,1,Moderate Deficit
8,2,6,0,0,0,0,0,Server Deficit
54,3,51,0,5,3,0,1,Moderate Deficit
2,0,2,0,0,0,0,0,Server Deficit
7,2,5,0,1,1,0,0,Server Deficit
2,1,1,0,0,0,0,0,Server Deficit
16,3,13,0,0,1,0,0,Server Deficit
8,0,8,0,1,1,0,0,Server Deficit
8,0,8,0,2,0,0,0,Server Deficit
31,5,26,0,0,7,0,1,Moderate Deficit
1,0,1,0,1,0,0,0,Server Deficit
20,4,16,0,2,3,0,1,Moderate Deficit
14,4,10,0,2,5,0,1,Moderate Deficit
3,0,3,0,0,2,0,0,Server Deficit
35,5,30,0,9,1,0,1,Moderate Deficit
28,3,25,0,13,5,0,1,Moderate Deficit
7,0,7,0,1,2,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
14,8,6,0,0,10,0,1,Moderate Deficit
15,1,14,0,0,3,0,0,Server Deficit
17,1,16,0,4,1,0,0,Server Deficit
71,9,62,0,34,0,0,2,Well Equipped
14,1,13,0,1,0,0,0,Server Deficit
3,1,2,0,0,1,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
7,1,6,0,0,1,0,0,Server Deficit
1,0,1,0,0,0,0,0,Server Deficit
25,9,16,0,2,5,0,1,Moderate Deficit
31,2,29,0,8,3,0,1,Moderate Deficit
32,7,25,0,7,2,0,1,Moderate Deficit
6,0,6,0,0,2,0,0,Server Deficit
2,0,2,0,0,1,0,0,Server Deficit
5,0,5,0,3,0,0,0,Server Deficit
9,3,6,0,1,1,0,0,Server Deficit
9,0,9,0,0,3,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
11,4,7,0,0,1,0,0,Server Deficit
7,1,6,0,0,0,0,0,Server Deficit
26,2,24,0,5,2,0,1,Moderate Deficit
4,0,4,0,0,0,0,0,Server Deficit
8,0,8,0,1,1,0,0,Server Deficit
5,1,4,0,0,5,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
16,6,10,0,1,4,0,1,Moderate Deficit
3,0,3,0,2,0,0,0,Server Deficit
8,0,8,0,0,0,0,0,Server Deficit
5,1,4,0,1,0,0,0,Server Deficit
2,1,1,0,0,0,0,0,Server Deficit
4,0,4,0,0,1,0,0,Server Deficit
4,1,3,0,0,1,0,0,Server Deficit
2,2,0,0,0,0,1,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
33,7,26,0,8,2,0,1,Moderate Deficit
7,0,7,0,1,2,0,0,Server Deficit
5,0,5,0,5,0,0,0,Server Deficit
7,0,7,0,2,0,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
7,4,3,0,0,4,0,0,Server Deficit
7,2,5,0,0,0,0,0,Server Deficit
17,1,16,0,3,1,0,0,Server Deficit
0,0,0,0,0,0,0,0,Server Deficit
20,0,20,0,2,5,0,1,Moderate Deficit
5,0,5,0,3,0,0,0,Server Deficit
8,1,7,0,1,0,0,0,Server Deficit
6,0,6,0,0,2,0,0,Server Deficit
30,7,23,0,5,1,0,1,Moderate Deficit
18,10,8,0,2,1,0,1,Moderate Deficit
20,7,13,0,2,4,0,1,Moderate Deficit
16,1,15,0,1,1,0,0,Server Deficit
8,0,8,0,0,4,0,0,Server Deficit
10,0,10,0,0,2,0,0,Server Deficit
22,2,20,0,4,0,0,0,Server Deficit
25,0,25,0,5,4,0,1,Moderate Deficit
2,0,2,0,1,1,0,0,Server Deficit
37,4,33,0,2,2,0,1,Moderate Deficit
1,1,0,0,0,1,0,0,Server Deficit
38,12,26,0,2,10,0,1,Moderate Deficit
10,3,7,0,0,5,0,0,Server Deficit
78,9,69,0,7,6,0,2,Well Equipped
2,0,2,0,0,0,0,0,Server Deficit
72,7,65,0,6,4,0,1,Moderate Deficit
2,0,2,0,1,0,0,0,Server Deficit
9,3,6,0,0,0,0,0,Server Deficit
6,3,3,0,0,0,0,0,Server Deficit
10,0,10,0,1,1,0,0,Server Deficit
16,0,16,0,2,0,0,0,Server Deficit
10,0,10,0,2,2,0,0,Server Deficit
6,1,5,0,6,0,0,0,Server Deficit
1,1,0,0,0,0,0,0,Server Deficit
4,0,4,0,1,0,0,0,Server Deficit
5,1,4,0,0,1,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
1,0,1,0,0,0,0,0,Server Deficit
16,0,16,0,0,0,0,0,Server Deficit
5,0,5,0,0,3,0,0,Server Deficit
53,9,44,0,10,7,0,1,Moderate Deficit
12,0,12,0,1,0,0,0,Server Deficit
2,1,1,0,0,0,0,0,Server Deficit
2,0,2,0,0,2,0,0,Server Deficit
5,1,4,0,1,1,0,0,Server Deficit
36,0,36,0,23,4,0,1,Moderate Deficit
2,1,1,0,0,1,0,0,Server Deficit
13,1,12,0,1,2,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
4,1,3,0,0,1,0,0,Server Deficit
2,1,1,0,0,1,0,0,Server Deficit
2,1,1,0,0,1,1,0,Server Deficit
26,5,21,0,2,5,0,1,Moderate Deficit
3,1,2,0,1,0,0,0,Server Deficit
13,2,11,0,0,0,0,0,Server Deficit
14,0,14,0,1,3,0,0,Server Deficit
45,5,40,0,15,3,0,1,Moderate Deficit
4,2,2,0,0,4,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
20,1,19,0,3,4,0,1,Moderate Deficit
12,0,12,0,2,2,0,0,Server Deficit
76,11,65,0,47,4,1,2,Well Equipped
10,1,9,0,10,0,0,0,Server Deficit
23,7,16,0,3,4,0,1,Moderate Deficit
10,2,8,0,1,2,0,0,Server Deficit
52,11,41,0,11,7,0,1,Moderate Deficit
62,5,57,0,5,0,0,1,Moderate Deficit
2,0,2,0,0,0,0,0,Server Deficit
